,date,Wind_speed,Power,Nacelle_ambient_temperature,Generator_bearing_temperature,Gear_oil_temperature,Ambient_temperature,Rotor_Speed,Nacelle_temperature,Generator_speed,Bearing_temperature,Yaw_angle,Wind_direction,Wheel_hub_temperature,Gear_box_inlet_temperature,Failure_status
0,24-09-2021,-1.699162557614147,1.9958522792604907,1.7771551902621388,2.151054315008304,1.721128694726431,2.004194944189308,2.0067933111417324,2.0352377151372463,2.0841813663686666,2.513901184399929,1.6943851716155056,0.8499414134668251,2.0940994635874737,1.7218907672082622,Failure
1,30-01-2021,-0.6845076916320837,-0.6919061242189231,0.7282819430229227,0.5058990440070594,0.4404250048751392,0.7961267608974162,0.08295121645759443,-0.6268860191391092,0.4846222717230054,-0.4697081525022401,0.6790213416666641,-0.668224962803522,0.5085139634751122,-0.02250251328289937,No_failure
2,20-01-2021,0.8785336878159687,0.29542167598050073,-0.836176274930922,-0.5295733588749687,0.34758643502734565,-1.412568526854198,-0.21870404809714927,1.0278126025852294,0.15535556472759837,-0.4697081525022401,-0.049678673651091104,-0.5120568887253619,0.5137521503493384,-0.24336463343800094,No_failure
3,22-08-2021,-0.3218173888715261,0.878088255427229,0.7282819430229227,0.1976897127671592,-0.3683387959230389,0.028885766084752563,0.8145354598981148,0.8674140786304713,-0.027595432874303143,-0.4697081525022401,-0.33827974916007447,0.3007426826668457,0.318221153966087,-2.0902860641101757,No_failure
4,22-02-2021,0.1427067880483937,0.06946835522201322,0.7282819430229227,0.09504818056817647,0.24001701732096783,0.009508853706617141,-0.15686142167551942,-0.626181036927119,0.11251263574670956,-0.4697081525022401,0.18808524864025364,-0.7817704906047541,-0.04712231049732615,-0.8097243302752741,No_failure
5,25-03-2021,-0.5796375885415722,0.9441143235381656,0.11231106941347808,0.6469459206354095,-1.2787576419415105,-0.10889832422666856,-0.7295085032539821,0.6977436230068205,-0.1807717385354762,-0.4697081525022401,-0.43200973093017414,2.1404427500111036,-0.9672267618396015,-1.535038948418034,No_failure
6,21-09-2021,-2.051162861883467,1.9958522792604907,1.415116054220702,2.151054315008304,1.4914272646621227,1.805105314805746,2.0404750258014985,2.0352377151372463,2.0841813663686666,2.562461281190976,1.6943851716155056,-1.5924034801110603,1.9011941748103363,1.7218907672082622,Failure
7,19-07-2021,-0.015547508969656211,0.16256678314069498,0.7282819430229227,0.7071712569541665,0.8330970301646587,-0.3292412319246943,-1.4122507958160522,0.010271862789276942,0.4310749040345308,-0.4697081525022401,-0.4470539429583573,1.3207078638491803,1.2788486405202975,0.0420863613391396,No_failure
8,25-05-2021,-0.5582675727925223,0.9309120315471882,-0.4370768697619829,-0.2498230500320889,-0.26730321798419104,1.1249229881652831,0.13017583971006075,0.656839186351459,0.42329135537129825,0.7921893264173111,-1.226559449562359,0.08362347560065328,0.16321207774463037,-0.16748061356582608,No_failure
9,17-07-2021,-0.19699323863431326,0.825240940655747,0.7282819430229227,-0.5517011583278,0.642418874402158,0.522165223431846,0.26892442639793424,-0.211530463663417,0.29236619670932085,-0.4697081525022401,-0.937990029430557,-0.13242100765768205,1.1977680233916885,-1.2697199806454866,No_failure
10,03-10-2021,-1.8920831246127365,1.9958522792604907,1.3957418064544187,2.151054315008304,1.721128694726431,2.035168226587474,1.870832750427625,2.0352377151372463,2.0841813663686666,2.223142070454595,1.6943851716155056,0.7908848918241659,1.777913442669474,1.7218907672082622,Failure
11,04-03-2021,0.15999265025890336,0.2688639648006202,-0.6582778971475949,0.4975174726488932,0.506838761052557,0.7154355345813235,0.22210138071892882,0.36373521523598723,0.22507024726414945,-0.4697081525022401,-0.77713730259435,1.226503784719092,0.4886556025222427,-0.4110129421575384,No_failure
12,20-06-2021,-1.4187279532167134,0.29542167598050073,0.7282819430229227,-0.6927793926620384,-0.28679913533404444,-1.9929700376645334,-0.25771985852622065,-0.6353464139856698,0.5774850318814758,0.7921893264173111,-1.0262961555993897,-0.4688644374504952,0.5541410438447895,-1.0017157105364236,No_failure
13,25-07-2021,-1.8331631550354621,1.9958522792604907,-1.8597103212272443,2.151054315008304,1.6751613443854498,2.035168226587474,2.0404750258014985,2.0352377151372463,1.8054850923481838,2.142719582649986,1.4827454729555796,-1.637061676626034,1.6743240683448888,1.7218907672082622,Failure
14,02-01-2021,-1.4078216961446157,-0.06367578638388272,-0.6735953241857023,-0.2907061236251045,0.8330970301646587,-1.9929700376645334,0.7480912474585447,0.7351660867229977,0.2535933479203491,-0.4697081525022401,0.560873962738827,-0.5914347404032521,0.1356468175646729,-1.0846013073588046,No_failure
15,15-12-2021,-1.4808460853400078,-0.4106897775809959,0.7282819430229227,-0.7923046073121899,-0.49586385308991504,-0.5005092238477169,-0.6090469820315464,-0.23746188629362844,0.583911930995347,-0.4697081525022401,-0.3050672639556479,-0.3412722441181204,0.6439379180047117,0.7329281400524319,No_failure
16,01-11-2021,1.1053262655758824,0.9441143235381656,0.7282819430229227,-0.8145978500614282,-1.1050888631386038,0.26004559033781727,0.9958309135035611,-0.3125050119762867,0.6631025137891094,-0.4697081525022401,-0.39002093331112725,-0.320616129264884,-0.7371723743891424,-0.3326595408183936,No_failure
17,04-05-2021,0.20458660169738732,0.5606432923704027,-0.49939897626745555,0.48015046398635575,0.4664255067451413,-0.7897086905629861,0.17779749283486193,-0.20312224154711636,0.5616150090201275,-0.4697081525022401,0.3840004902217005,-0.8548589793526644,-0.09375895502941861,-1.254151829984413,No_failure
18,04-05-2021,0.3872294058555104,0.3617873107696602,-0.25024401852768013,0.42740755975152217,0.08694077059470243,0.885635850526808,0.6341560399284614,0.6193855707200026,-0.0074915180908597815,-0.4697081525022401,0.6790213416666641,0.2917833470564514,1.0693246642812835,-1.1066322228840275,No_failure
19,27-01-2021,-1.4808460853400078,0.2821436430508644,-0.5712627082808556,-0.22970273127517735,-0.042256333623255725,0.42740689809129667,0.7743712272139612,0.2091497681004247,-0.9220473495211426,0.3396173189049898,0.6203241172550655,-0.8229935811712371,-0.11575836298958683,-1.3408290802280138,No_failure
20,20-02-2021,1.6839323813792526,-2.0582402722995115,-1.8597103212272443,-2.275774582708556,1.721128694726431,-0.22895313687197053,-2.0787590073617044,-2.110447818249615,-2.1246328460787445,-2.376454468617983,1.385499838497867,1.5119082680923046,-2.0949731914544363,1.7218907672082622,Failure
21,14-07-2021,0.30316092484771995,0.09607642306277553,0.7282819430229227,-0.42893870384385585,-1.9843054219273242,0.03996852272310937,-0.26923369521122076,-0.36796144155652766,0.2815013021265317,0.7921893264173111,-1.0929626879680234,-0.2255858331245583,0.33237193853766434,-0.02250251328289937,No_failure
22,04-02-2021,-0.17710122659355026,0.002918049243986098,0.23547258049836337,-0.091583322785432,-0.26128202865079597,-0.742699335911973,-0.8353540454275076,0.19939163587837386,0.11450253571813786,-0.4697081525022401,-0.8128895774519364,-0.765720649668535,0.40970889971101004,-0.19077952042123716,No_failure
